airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Air India,2019-06-09,Kolkata,Banglore,09:25:00,05:35:00,1210,2.0,No info,11432
Jet Airways,2019-05-01,Kolkata,Banglore,20:25:00,23:35:00,1630,1.0,In-flight meal not included,9314
Jet Airways,2019-05-18,Kolkata,Banglore,18:55:00,19:50:00,1495,1.0,In-flight meal not included,10844
Spicejet,2019-06-24,Kolkata,Banglore,06:55:00,09:30:00,155,0.0,No check-in baggage included,3841
Indigo,2019-06-01,Delhi,Cochin,02:00:00,07:45:00,345,1.0,No info,6386
Air India,2019-06-24,Delhi,Cochin,12:55:00,19:15:00,1820,2.0,No info,12436
Multiple Carriers,2019-06-24,Delhi,Cochin,10:00:00,01:30:00,930,1.0,No info,13377
Indigo,2019-03-24,Banglore,New Delhi,01:30:00,04:15:00,165,0.0,No info,4238
Air India,2019-05-15,Kolkata,Banglore,09:25:00,21:50:00,745,1.0,No info,8366
Vistara,2019-05-12,Kolkata,Banglore,17:00:00,10:45:00,1065,1.0,No info,9922
Spicejet,2019-03-27,Kolkata,Banglore,17:15:00,19:45:00,150,0.0,No info,3847
Indigo,2019-04-27,Kolkata,Banglore,15:15:00,17:45:00,150,0.0,No info,4804
Multiple Carriers,2019-03-21,Delhi,Cochin,10:20:00,18:50:00,510,1.0,No info,11999
Air India,2019-03-21,Delhi,Cochin,06:05:00,09:25:00,1640,1.0,No info,7532
Multiple Carriers,2019-05-15,Delhi,Cochin,10:35:00,19:15:00,520,1.0,No info,7575
Multiple Carriers,2019-03-21,Delhi,Cochin,07:30:00,19:15:00,705,1.0,No info,9100
Goair,2019-06-27,Delhi,Cochin,14:25:00,19:35:00,310,1.0,No info,7870
Air India,2019-05-21,Kolkata,Banglore,14:30:00,23:15:00,525,2.0,No info,15107
Jet Airways,2019-05-18,Delhi,Cochin,09:00:00,19:00:00,600,1.0,No info,15554
Multiple Carriers,2019-06-24,Delhi,Cochin,11:40:00,19:00:00,440,1.0,In-flight meal not included,10791
Indigo,2019-06-24,Chennai,Kolkata,22:05:00,00:25:00,140,0.0,No info,5277
Vistara,2019-05-27,Delhi,Cochin,14:40:00,17:50:00,190,0.0,No info,6216
Jet Airways,2019-03-21,Delhi,Cochin,10:20:00,18:50:00,1950,2.0,No info,11664
Air India,2019-06-09,Kolkata,Banglore,05:50:00,23:15:00,1045,2.0,No info,12723
Air India,2019-05-21,Delhi,Cochin,17:40:00,23:00:00,320,1.0,No info,8067
Multiple Carriers,2019-06-27,Delhi,Cochin,09:00:00,19:15:00,615,1.0,No info,14848
Jet Airways,2019-05-21,Kolkata,Banglore,08:25:00,08:15:00,1430,1.0,No info,13941
Jet Airways,2019-06-24,Delhi,Cochin,14:35:00,12:35:00,1320,2.0,No info,13376
Indigo,2019-03-15,Banglore,New Delhi,16:55:00,21:50:00,295,1.0,No info,5397
Air India,2019-03-06,Mumbai,Hyderabad,05:30:00,14:50:00,560,2.0,No info,13757
Air India,2019-05-18,Delhi,Cochin,17:40:00,08:15:00,875,1.0,No info,8361
Air India,2019-06-15,Delhi,Cochin,08:00:00,19:15:00,675,1.0,No info,9929
Jet Airways,2019-03-01,Banglore,New Delhi,22:50:00,23:00:00,1450,1.0,No info,25735
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,16:20:00,590,1.0,In-flight meal not included,8586
Multiple Carriers,2019-03-27,Delhi,Cochin,08:55:00,19:15:00,620,1.0,No info,8371
Jet Airways,2019-05-06,Kolkata,Banglore,17:00:00,09:45:00,1005,1.0,In-flight meal not included,8066
Air India,2019-03-01,Banglore,New Delhi,13:50:00,18:40:00,1730,1.0,No info,17198
Jet Airways,2019-06-09,Delhi,Cochin,11:40:00,19:00:00,440,2.0,In-flight meal not included,15812
Indigo,2019-05-27,Delhi,Cochin,16:00:00,01:30:00,570,1.0,No info,7048
Vistara,2019-05-09,Kolkata,Banglore,17:00:00,18:50:00,1550,1.0,No info,8820
Air India,2019-03-01,Banglore,New Delhi,17:00:00,12:15:00,1155,1.0,No info,10246
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,08:15:00,1545,1.0,In-flight meal not included,8586
Jet Airways,2019-03-27,Delhi,Cochin,19:10:00,19:45:00,1475,2.0,In-flight meal not included,6643
Spicejet,2019-05-24,Kolkata,Banglore,08:35:00,17:15:00,520,1.0,No info,6643
Indigo,2019-05-24,Kolkata,Banglore,22:15:00,00:50:00,155,0.0,No info,4804
Jet Airways,2019-06-01,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,No info,5678
Vistara,2019-05-09,Kolkata,Banglore,20:20:00,09:05:00,765,1.0,No info,9187
Jet Airways,2019-06-06,Delhi,Cochin,22:50:00,04:25:00,335,1.0,No info,14714
Air India,2019-06-09,Delhi,Cochin,05:55:00,07:40:00,1545,2.0,No info,10493
Jet Airways,2019-04-27,Banglore,Delhi,07:10:00,10:10:00,180,0.0,No info,7229
Jet Airways,2019-05-12,Banglore,Delhi,18:55:00,22:00:00,185,0.0,No info,7229
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,12:00:00,1025,1.0,In-flight meal not included,10844
Multiple Carriers,2019-06-03,Delhi,Cochin,06:00:00,21:00:00,900,1.0,No info,8475
Air India,2019-03-09,Banglore,New Delhi,21:10:00,23:55:00,165,0.0,No info,7591
Air India,2019-03-18,Banglore,New Delhi,11:05:00,22:10:00,2105,2.0,No info,11161
Jet Airways,2019-03-06,Banglore,New Delhi,05:45:00,11:25:00,340,1.0,No info,19225
Jet Airways,2019-03-01,Banglore,New Delhi,11:40:00,09:00:00,1280,1.0,No info,20800
Indigo,2019-05-09,Delhi,Cochin,20:25:00,01:30:00,305,1.0,No info,7255
Indigo,2019-03-03,Delhi,Cochin,18:35:00,01:35:00,420,1.0,No info,14871
Multiple Carriers,2019-05-27,Delhi,Cochin,07:10:00,16:10:00,540,1.0,No info,7878
Jet Airways,2019-04-06,Delhi,Cochin,11:30:00,19:00:00,450,1.0,In-flight meal not included,5177
Air India,2019-05-12,Banglore,Delhi,17:00:00,19:45:00,165,0.0,No info,5438
Jet Airways,2019-06-09,Kolkata,Banglore,06:30:00,16:20:00,590,1.0,No info,14571
Air Asia,2019-03-06,Kolkata,Banglore,19:35:00,22:05:00,150,0.0,No info,4384
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,18:15:00,705,1.0,No info,14781
Jet Airways,2019-04-01,Banglore,Delhi,07:10:00,10:10:00,180,0.0,No info,7229
Indigo,2019-03-15,Banglore,New Delhi,16:50:00,21:35:00,285,1.0,No info,10406
Air India,2019-06-24,Delhi,Cochin,20:40:00,09:25:00,765,1.0,No info,7480
Air India,2019-05-01,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No info,6121
Air India,2019-03-24,Kolkata,Banglore,09:50:00,21:05:00,675,1.0,No info,7795
Air India,2019-04-01,Kolkata,Banglore,19:00:00,09:50:00,890,1.0,No info,4227
Jet Airways,2019-05-15,Kolkata,Banglore,10:20:00,17:35:00,435,1.0,No info,8355
Air India,2019-06-12,Delhi,Cochin,17:40:00,08:15:00,875,1.0,No info,8991
Air Asia,2019-04-24,Banglore,Delhi,04:55:00,07:45:00,170,0.0,No info,3383
Indigo,2019-04-24,Delhi,Cochin,05:05:00,12:10:00,425,1.0,No info,6171
Air India,2019-03-18,Banglore,New Delhi,10:00:00,12:45:00,165,0.0,No info,4441
Multiple Carriers,2019-03-27,Delhi,Cochin,06:00:00,15:30:00,570,1.0,No info,7845
Air India,2019-03-21,Delhi,Cochin,09:45:00,23:00:00,795,1.0,No info,5704
Air India,2019-05-15,Delhi,Cochin,03:50:00,19:15:00,925,1.0,No info,8669
Air Asia,2019-04-24,Kolkata,Banglore,19:55:00,22:25:00,150,0.0,No info,4107
Jet Airways,2019-05-18,Kolkata,Banglore,14:05:00,20:45:00,400,1.0,In-flight meal not included,10844
Jet Airways,2019-05-21,Delhi,Cochin,21:50:00,19:00:00,1270,1.0,No info,16079
Air India,2019-05-09,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No info,5201
Indigo,2019-04-01,Banglore,Delhi,01:30:00,04:15:00,165,0.0,No info,4423
Air India,2019-03-06,Kolkata,Banglore,14:15:00,16:45:00,150,0.0,No info,4960
Vistara,2019-03-24,Kolkata,Banglore,17:00:00,18:45:00,1545,1.0,No info,13100
Indigo,2019-03-01,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No info,8580
Jet Airways,2019-03-15,Banglore,New Delhi,18:55:00,00:45:00,350,1.0,No info,21934
Air India,2019-05-21,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No info,6094
Indigo,2019-04-27,Delhi,Cochin,06:50:00,16:10:00,560,1.0,No info,6442
Multiple Carriers,2019-05-21,Delhi,Cochin,07:05:00,19:15:00,730,1.0,In-flight meal not included,10711
Air India,2019-03-24,Kolkata,Banglore,07:00:00,01:20:00,1100,2.0,No info,13428
Spicejet,2019-05-18,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No info,2017
Air India,2019-03-12,Mumbai,Hyderabad,06:00:00,11:55:00,1795,2.0,No info,12854
Jet Airways,2019-06-09,Kolkata,Banglore,06:30:00,12:00:00,330,1.0,No info,14571
Multiple Carriers,2019-04-09,Delhi,Cochin,17:30:00,01:30:00,480,1.0,No info,13017
Indigo,2019-04-27,Delhi,Cochin,02:00:00,07:45:00,345,1.0,No info,7173
Indigo,2019-04-27,Banglore,Delhi,01:30:00,04:15:00,165,0.0,No info,4591
Air Asia,2019-06-12,Kolkata,Banglore,10:20:00,12:55:00,155,0.0,No info,3807
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,20:45:00,1695,1.0,In-flight meal not included,8529
Jet Airways,2019-03-21,Banglore,New Delhi,08:00:00,07:40:00,1420,1.0,In-flight meal not included,7832
Air India,2019-05-21,Delhi,Cochin,05:55:00,07:40:00,1545,2.0,No info,11911
Spicejet,2019-04-09,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No info,3873
Indigo,2019-03-27,Delhi,Cochin,08:35:00,21:20:00,765,2.0,No info,6494
Air India,2019-04-01,Kolkata,Banglore,12:00:00,18:30:00,1830,2.0,No info,9258
Indigo,2019-03-06,Delhi,Cochin,05:05:00,10:05:00,300,1.0,No info,7894
Air India,2019-04-15,Banglore,Delhi,06:10:00,08:55:00,165,0.0,No info,5228
Jet Airways,2019-03-06,Banglore,New Delhi,19:55:00,22:35:00,160,0.0,No info,18308
Indigo,2019-04-18,Kolkata,Banglore,20:20:00,22:55:00,155,0.0,No info,4174
Air India,2019-06-06,Kolkata,Banglore,10:00:00,05:25:00,1165,2.0,No info,13007
Jet Airways,2019-03-21,Delhi,Cochin,10:45:00,04:25:00,1060,2.0,In-flight meal not included,8367
Jet Airways,2019-05-18,Kolkata,Banglore,14:05:00,12:00:00,1315,1.0,In-flight meal not included,9663
Jet Airways,2019-06-27,Delhi,Cochin,22:50:00,04:25:00,335,1.0,In-flight meal not included,12898
Air Asia,2019-05-15,Kolkata,Banglore,07:35:00,19:25:00,710,1.0,No info,5192
Jet Airways,2019-03-21,Mumbai,Hyderabad,03:05:00,04:25:00,80,0.0,In-flight meal not included,2759
Spicejet,2019-05-18,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No info,3625
Multiple Carriers,2019-05-27,Delhi,Cochin,17:50:00,01:30:00,460,2.0,No info,18275
Multiple Carriers,2019-06-01,Delhi,Cochin,13:15:00,22:30:00,555,1.0,No info,9646
Jet Airways,2019-05-21,Delhi,Cochin,22:50:00,19:00:00,1210,1.0,No info,16079
Jet Airways,2019-03-12,Banglore,New Delhi,09:45:00,16:00:00,375,1.0,No info,12295
Multiple Carriers,2019-05-18,Delhi,Cochin,10:35:00,19:00:00,505,1.0,No info,9627
Air India,2019-06-09,Kolkata,Banglore,09:25:00,18:30:00,545,1.0,No info,8576
Spicejet,2019-06-12,Delhi,Cochin,17:55:00,22:50:00,295,1.0,No info,4957
Jet Airways,2019-03-27,Delhi,Cochin,05:25:00,19:45:00,2300,2.0,No info,11664
Jet Airways,2019-05-09,Kolkata,Banglore,21:10:00,04:40:00,450,1.0,No info,14388
Indigo,2019-04-21,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No info,4804
Indigo,2019-06-06,Delhi,Cochin,05:05:00,12:10:00,425,1.0,No info,6818
Indigo,2019-06-06,Delhi,Cochin,11:25:00,21:00:00,575,1.0,No info,6093
Indigo,2019-03-27,Delhi,Cochin,16:10:00,22:20:00,370,1.0,No info,6412
Multiple Carriers,2019-03-21,Delhi,Cochin,10:20:00,21:00:00,640,1.0,No info,7215
Goair,2019-06-21,Banglore,Delhi,11:40:00,14:30:00,170,0.0,No info,3398
Indigo,2019-06-15,Delhi,Cochin,07:15:00,12:30:00,315,1.0,No info,6582
Spicejet,2019-05-15,Chennai,Kolkata,09:45:00,12:00:00,135,0.0,No info,3597
Air India,2019-06-12,Delhi,Cochin,22:00:00,19:15:00,1275,2.0,No info,10231
Vistara,2019-04-27,Delhi,Cochin,06:00:00,09:10:00,190,0.0,No info,6216
Indigo,2019-05-09,Mumbai,Hyderabad,16:55:00,18:25:00,90,0.0,No info,4784
Indigo,2019-06-12,Chennai,Kolkata,13:15:00,15:35:00,140,0.0,No info,3597
Indigo,2019-06-01,Delhi,Cochin,09:15:00,21:00:00,705,1.0,No info,7258
Air India,2019-05-09,Delhi,Cochin,05:00:00,19:15:00,2295,2.0,No info,9653
Indigo,2019-06-01,Chennai,Kolkata,13:15:00,15:35:00,140,0.0,No info,3597
Air Asia,2019-06-01,Delhi,Cochin,16:45:00,07:10:00,865,1.0,No info,11410
Jet Airways,2019-04-15,Delhi,Cochin,11:30:00,19:00:00,450,1.0,In-flight meal not included,6542
Jet Airways,2019-03-21,Delhi,Cochin,02:15:00,04:25:00,1570,1.0,In-flight meal not included,7438
Indigo,2019-04-01,Delhi,Cochin,06:50:00,12:10:00,320,1.0,No info,5298
Jet Airways,2019-06-01,Delhi,Cochin,22:50:00,04:25:00,335,1.0,In-flight meal not included,10262
Jet Airways,2019-05-21,Delhi,Cochin,05:30:00,19:00:00,810,2.0,In-flight meal not included,13029
Jet Airways,2019-03-27,Delhi,Cochin,21:50:00,04:25:00,395,1.0,No info,12242
Jet Airways,2019-05-15,Kolkata,Banglore,14:05:00,20:45:00,400,1.0,In-flight meal not included,10844
Goair,2019-05-03,Banglore,Delhi,11:40:00,14:30:00,170,0.0,No info,3898
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,10:05:00,845,1.0,In-flight meal not included,8586
Indigo,2019-03-24,Chennai,Kolkata,19:35:00,21:55:00,140,0.0,No info,7295
Multiple Carriers,2019-06-01,Delhi,Cochin,08:00:00,21:00:00,780,1.0,No info,13587
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,10:05:00,845,1.0,No info,14388
Jet Airways,2019-03-09,Delhi,Cochin,18:15:00,04:25:00,610,1.0,In-flight meal not included,14053
Jet Airways,2019-03-09,Banglore,New Delhi,08:00:00,10:25:00,1585,1.0,In-flight meal not included,11087
Indigo,2019-05-09,Delhi,Cochin,06:50:00,22:30:00,940,1.0,No info,6734
Indigo,2019-03-21,Delhi,Cochin,06:40:00,12:00:00,320,1.0,No info,5761
Jet Airways,2019-05-15,Kolkata,Banglore,20:25:00,18:00:00,1295,1.0,No info,14151
Indigo,2019-05-15,Chennai,Kolkata,22:05:00,00:25:00,140,0.0,No info,5277
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,04:40:00,520,1.0,No info,13941
Indigo,2019-04-24,Kolkata,Banglore,14:25:00,16:55:00,150,0.0,No info,4804
Multiple Carriers,2019-06-24,Delhi,Cochin,19:00:00,01:30:00,390,1.0,No info,6795
Indigo,2019-05-01,Kolkata,Banglore,07:10:00,12:40:00,330,1.0,No info,6111
Air India,2019-04-01,Banglore,Delhi,21:05:00,23:55:00,170,0.0,No info,4441
Air Asia,2019-05-21,Kolkata,Banglore,09:45:00,12:15:00,150,0.0,No info,4409
Jet Airways,2019-03-06,Banglore,New Delhi,16:55:00,08:15:00,920,1.0,No info,16736
Air India,2019-05-18,Kolkata,Banglore,09:25:00,18:30:00,545,1.0,No info,8576
Air Asia,2019-06-18,Banglore,Delhi,11:10:00,13:55:00,165,0.0,No info,3383
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,18:15:00,590,1.0,In-flight meal not included,10844
Jet Airways,2019-06-01,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,No info,5678
Multiple Carriers,2019-05-27,Delhi,Cochin,06:00:00,19:00:00,780,1.0,No info,11264
Air India,2019-03-09,Delhi,Cochin,17:20:00,09:25:00,965,1.0,No info,12415
Air India,2019-04-24,Banglore,Delhi,06:10:00,08:55:00,165,0.0,No info,5228
Jet Airways,2019-06-21,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,In-flight meal not included,4995
Jet Airways,2019-04-12,Banglore,Delhi,07:10:00,10:10:00,180,0.0,In-flight meal not included,5198
Indigo,2019-06-12,Kolkata,Banglore,17:15:00,19:50:00,155,0.0,No info,4804
Spicejet,2019-06-27,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No info,3597
Indigo,2019-06-12,Delhi,Cochin,02:00:00,07:25:00,325,1.0,No info,5636
Multiple Carriers,2019-05-27,Delhi,Cochin,08:45:00,19:00:00,615,1.0,No info,10529
Spicejet,2019-06-01,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No check-in baggage included,3543
Jet Airways,2019-05-18,Kolkata,Banglore,21:10:00,09:20:00,730,1.0,No info,14388
Multiple Carriers,2019-06-03,Delhi,Cochin,07:00:00,21:00:00,840,1.0,No info,7618
Spicejet,2019-03-12,Chennai,Kolkata,09:30:00,12:05:00,155,0.0,No info,6300
Spicejet,2019-05-09,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No check-in baggage included,3841
Indigo,2019-03-03,Delhi,Cochin,21:05:00,00:20:00,195,0.0,No info,7673
Jet Airways,2019-03-24,Kolkata,Banglore,18:55:00,04:45:00,590,1.0,No info,14231
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,16:20:00,590,1.0,No info,13626
Jet Airways,2019-03-21,Delhi,Cochin,22:50:00,04:25:00,335,1.0,In-flight meal not included,6017
Air India,2019-05-15,Delhi,Cochin,14:10:00,17:10:00,180,0.0,No info,6094
Air India,2019-03-06,Delhi,Cochin,12:00:00,19:15:00,435,2.0,No info,11858
Jet Airways,2019-04-03,Banglore,Delhi,19:50:00,22:50:00,180,0.0,In-flight meal not included,4544
Indigo,2019-05-27,Kolkata,Banglore,17:15:00,19:50:00,155,0.0,No info,4804
Multiple Carriers,2019-05-21,Delhi,Cochin,08:00:00,19:15:00,675,1.0,No info,15058
Indigo,2019-03-09,Banglore,New Delhi,06:25:00,11:30:00,305,1.0,No info,8434
Spicejet,2019-05-06,Kolkata,Banglore,06:55:00,09:30:00,155,0.0,No check-in baggage included,3841
Spicejet,2019-03-01,Banglore,New Delhi,15:35:00,23:40:00,485,1.0,1 Long layover,7744
Air India,2019-03-03,Delhi,Cochin,06:05:00,09:25:00,1640,1.0,No info,14042
Air India,2019-03-06,Delhi,Cochin,07:05:00,19:15:00,2170,2.0,No info,11552
Air India,2019-03-09,Delhi,Cochin,23:00:00,19:15:00,1215,1.0,No info,11260
Multiple Carriers,2019-06-27,Delhi,Cochin,17:50:00,01:30:00,460,2.0,No info,18275
Indigo,2019-03-27,Delhi,Cochin,05:05:00,10:05:00,300,1.0,No info,6827
Indigo,2019-05-03,Banglore,Delhi,16:55:00,19:55:00,180,0.0,No info,4823
Multiple Carriers,2019-05-01,Delhi,Cochin,19:00:00,01:30:00,390,1.0,No info,9424
Air India,2019-03-21,Delhi,Cochin,12:20:00,19:15:00,1855,2.0,No info,10703
Jet Airways,2019-06-01,Delhi,Cochin,18:15:00,04:25:00,610,1.0,No info,14714
Jet Airways,2019-06-12,Kolkata,Banglore,20:25:00,10:55:00,870,1.0,No info,12692
Indigo,2019-05-18,Delhi,Cochin,16:00:00,01:30:00,570,1.0,No info,7191
Air India,2019-05-01,Kolkata,Banglore,09:50:00,08:55:00,1385,2.0,No info,13227
Spicejet,2019-06-12,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No info,3873
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,18:00:00,505,1.0,In-flight meal not included,12384
Jet Airways,2019-06-06,Kolkata,Banglore,06:30:00,04:40:00,1330,1.0,No info,13731
Spicejet,2019-03-09,Kolkata,Banglore,09:00:00,11:30:00,150,0.0,No info,5515
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,04:40:00,1330,1.0,In-flight meal not included,7064
Multiple Carriers,2019-03-27,Delhi,Cochin,10:20:00,18:50:00,510,1.0,No info,11421
Goair,2019-04-27,Delhi,Cochin,10:35:00,19:35:00,540,1.0,No info,6922
Air India,2019-03-09,Banglore,New Delhi,21:10:00,23:55:00,165,0.0,No info,4966
Jet Airways,2019-04-03,Banglore,Delhi,07:10:00,10:10:00,180,0.0,In-flight meal not included,4544
Jet Airways,2019-05-01,Kolkata,Banglore,16:30:00,10:05:00,1055,1.0,In-flight meal not included,8586
Jet Airways,2019-05-18,Delhi,Cochin,23:05:00,19:00:00,1195,2.0,No info,15129
Goair,2019-04-12,Banglore,Delhi,20:55:00,23:40:00,165,0.0,No info,6722
Jet Airways,2019-06-24,Banglore,Delhi,18:55:00,22:00:00,185,0.0,In-flight meal not included,6478
Jet Airways,2019-05-03,Banglore,Delhi,18:55:00,22:00:00,185,0.0,In-flight meal not included,6144
Jet Airways,2019-06-12,Kolkata,Banglore,21:10:00,04:40:00,450,1.0,No info,12739
Jet Airways,2019-03-06,Banglore,New Delhi,14:05:00,05:05:00,900,1.0,In-flight meal not included,13502
Jet Airways,2019-05-18,Kolkata,Banglore,21:10:00,04:40:00,450,1.0,No info,13941
Spicejet,2019-05-09,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No info,4812
Air India,2019-03-12,Banglore,New Delhi,06:45:00,18:05:00,2120,3.0,No info,13387
Spicejet,2019-03-15,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No info,3847
Jet Airways,2019-03-15,Banglore,New Delhi,16:55:00,00:45:00,470,1.0,No info,21934
Jet Airways,2019-06-03,Delhi,Cochin,02:15:00,19:00:00,1005,1.0,No info,14714
Jet Airways,2019-05-24,Kolkata,Banglore,21:10:00,08:15:00,665,1.0,No info,14178
Jet Airways,2019-06-03,Delhi,Cochin,11:00:00,14:15:00,195,0.0,In-flight meal not included,7202
Multiple Carriers,2019-05-09,Delhi,Cochin,17:45:00,01:30:00,465,1.0,No info,9021
Jet Airways,2019-06-24,Delhi,Cochin,19:10:00,19:00:00,1430,2.0,No info,12819
Air India,2019-06-03,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No info,5201
Jet Airways,2019-06-12,Kolkata,Banglore,10:20:00,17:35:00,435,1.0,No info,8355
Indigo,2019-03-21,Delhi,Cochin,02:00:00,07:45:00,345,1.0,No info,6426
Multiple Carriers,2019-06-27,Delhi,Cochin,09:45:00,16:10:00,385,1.0,No info,9646
Jet Airways,2019-05-18,Delhi,Cochin,20:00:00,04:25:00,505,2.0,No info,16263
Multiple Carriers,2019-05-15,Delhi,Cochin,14:55:00,22:30:00,455,1.0,No info,6513
Jet Airways,2019-06-27,Delhi,Cochin,09:40:00,19:00:00,560,2.0,No info,13014
Jet Airways,2019-05-09,Kolkata,Banglore,21:10:00,09:20:00,730,1.0,In-flight meal not included,9663
Vistara,2019-04-01,Kolkata,Banglore,17:00:00,20:20:00,1640,1.0,No info,9135
Jet Airways,2019-06-06,Kolkata,Banglore,20:25:00,09:45:00,800,1.0,No info,12692
Vistara,2019-03-06,Mumbai,Hyderabad,08:45:00,09:25:00,1480,1.0,No info,12395
Multiple Carriers,2019-06-24,Delhi,Cochin,10:35:00,19:00:00,505,1.0,No info,10678
Indigo,2019-06-03,Mumbai,Hyderabad,19:05:00,20:35:00,90,0.0,No info,2754
Multiple Carriers,2019-06-06,Delhi,Cochin,07:30:00,19:15:00,705,1.0,No info,7354
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,08:15:00,1545,1.0,In-flight meal not included,8586
Air India,2019-05-01,Kolkata,Banglore,05:50:00,08:55:00,1625,2.0,No info,10991
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,12:00:00,960,1.0,In-flight meal not included,7064
Indigo,2019-05-21,Delhi,Cochin,06:50:00,12:10:00,320,1.0,No info,5530
Vistara,2019-05-21,Banglore,Delhi,07:00:00,09:40:00,160,0.0,No info,4668
Jet Airways,2019-06-15,Delhi,Cochin,15:00:00,12:35:00,1295,1.0,In-flight meal not included,10262
Air India,2019-04-24,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No info,5201
Indigo,2019-05-18,Mumbai,Hyderabad,12:00:00,13:30:00,90,0.0,No info,2754
Vistara,2019-05-24,Kolkata,Banglore,07:10:00,23:25:00,975,1.0,No info,9345
Air India,2019-06-15,Delhi,Cochin,06:10:00,23:00:00,1010,1.0,No info,8907
Air India,2019-05-18,Delhi,Cochin,13:20:00,07:40:00,1100,2.0,No info,13801
Jet Airways,2019-05-09,Delhi,Cochin,17:30:00,19:00:00,1530,1.0,No info,15554
Spicejet,2019-03-15,Banglore,New Delhi,05:45:00,08:35:00,170,0.0,No check-in baggage included,5469
Spicejet,2019-03-27,Chennai,Kolkata,09:30:00,12:05:00,155,0.0,No check-in baggage included,3332
Indigo,2019-06-12,Banglore,Delhi,16:55:00,19:55:00,180,0.0,No info,4823
Jet Airways,2019-05-18,Delhi,Cochin,14:00:00,04:25:00,865,1.0,In-flight meal not included,12373
Jet Airways,2019-06-27,Delhi,Cochin,14:00:00,19:00:00,300,1.0,No info,14714
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,04:40:00,520,1.0,In-flight meal not included,8586
Air Asia,2019-03-24,Banglore,New Delhi,23:25:00,02:10:00,165,0.0,No info,4482
Multiple Carriers,2019-06-09,Delhi,Cochin,10:35:00,19:00:00,505,1.0,No info,11098
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,16:20:00,590,1.0,In-flight meal not included,10844
Jet Airways,2019-05-12,Kolkata,Banglore,16:30:00,18:15:00,1545,1.0,In-flight meal not included,10844
Jet Airways,2019-05-06,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,No info,5678
Indigo,2019-06-15,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No info,4804
Air India,2019-04-01,Kolkata,Banglore,16:50:00,18:30:00,1540,1.0,No info,7893
Indigo,2019-06-09,Delhi,Cochin,17:10:00,01:30:00,500,1.0,No info,6206
Air Asia,2019-04-24,Delhi,Cochin,07:55:00,22:25:00,870,1.0,No info,6152
Spicejet,2019-06-12,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No check-in baggage included,3841
Indigo,2019-05-15,Delhi,Cochin,09:15:00,01:30:00,975,1.0,No info,7503
Jet Airways,2019-03-27,Delhi,Cochin,21:50:00,04:25:00,395,1.0,In-flight meal not included,6017
Multiple Carriers,2019-06-27,Delhi,Cochin,07:10:00,22:30:00,920,1.0,In-flight meal not included,6093
Air India,2019-03-09,Delhi,Cochin,22:00:00,19:15:00,1275,2.0,No info,14851
Vistara,2019-05-24,Banglore,Delhi,21:00:00,23:50:00,170,0.0,No info,5613
Jet Airways,2019-03-15,Banglore,New Delhi,08:00:00,15:15:00,435,1.0,In-flight meal not included,9134
Indigo,2019-03-27,Delhi,Cochin,02:05:00,07:25:00,320,1.0,No info,4744
Air India,2019-06-06,Delhi,Cochin,13:30:00,23:00:00,570,1.0,No info,8907
